sample	paired	tissue	subtissue	origin	body_location
SRS645695	y	Esophagus	Esophagus-Muscularis	Esophagus-Muscularis	Body
SRS645696	y	Brain	Brain-CerebellarHemisphere	Brain-CerebellarHemisphere	Brain
SRS645703	y	Brain	Brain-CerebellarHemisphere	Brain-CerebellarHemisphere	Brain
SRS645704	y	Skin	Skin-NotSunExposedSuprapubic	Skin-NotSunExposedSuprapubic	Body
SRS645709	y	Lung	Lung	Lung	Body
SRS645711	y	Colon	Colon-Sigmoid	Colon-Sigmoid	Body
SRS645714	y	Brain	Brain-Cortex	Brain-Cortex	Brain
SRS645727	y	Blood.Vessel	Artery-Tibial	Artery-Tibial	Body
SRS645737	y	Adrenal.Gland	AdrenalGland	AdrenalGland	Body
SRS645739	y	Pituitary	Pituitary	Pituitary	Body
SRS645755	y	Nerve	Nerve-Tibial	Nerve-Tibial	Body
SRS645765	y	Muscle	Muscle-Skeletal	Muscle-Skeletal	Body
SRS645768	y	Esophagus	Esophagus-GastroesophagealJunction	Esophagus-GastroesophagealJunction	Body
SRS645773	y	Stomach	Stomach	Stomach	Body
SRS645780	y	Colon	Colon-Sigmoid	Colon-Sigmoid	Body
SRS645784	y	Stomach	Stomach	Stomach	Body
SRS645785	y	Brain	Brain-FrontalCortexBA9	Brain-FrontalCortexBA9	Brain
SRS645786	y	Esophagus	Esophagus-GastroesophagealJunction	Esophagus-GastroesophagealJunction	Body
SRS645794	y	Colon	Colon-Sigmoid	Colon-Sigmoid	Body
SRS645797	y	Nerve	Nerve-Tibial	Nerve-Tibial	Body
SRS645803	y	Small.Intestine	SmallIntestine-TerminalIleum	SmallIntestine-TerminalIleum	Body
SRS645824	y	Skin	Cells-Transformedfibroblasts	Cells-Transformedfibroblasts	Body
SRS645832	y	Blood.Vessel	Artery-Tibial	Artery-Tibial	Body
SRS645856	y	Brain	Brain-Cortex	Brain-Cortex	Brain
SRS645865	y	Stomach	Stomach	Stomach	Body
SRS645867	y	Heart	Heart-AtrialAppendage	Heart-AtrialAppendage	Body
SRS645869	y	Liver	Liver	Liver	Body
SRS645872	y	Pituitary	Pituitary	Pituitary	Body
SRS645875	y	Pancreas	Pancreas	Pancreas	Body
SRS645880	y	Liver	Liver	Liver	Body
SRS645889	y	Blood.Vessel	Artery-Coronary	Artery-Coronary	Body
SRS645892	y	Adipose.Tissue	Adipose-VisceralOmentum	Adipose-VisceralOmentum	Body
SRS645916	y	Nerve	Nerve-Tibial	Nerve-Tibial	Body
SRS645919	y	Kidney	Kidney-Cortex	Kidney-Cortex	Body
SRS645927	y	Adipose.Tissue	Adipose-Subcutaneous	Adipose-Subcutaneous	Body
SRS645928	y	Brain	Brain-CerebellarHemisphere	Brain-CerebellarHemisphere	Brain
SRS645952	y	Stomach	Stomach	Stomach	Body
SRS645955	y	Brain	Brain-FrontalCortexBA9	Brain-FrontalCortexBA9	Brain
SRS645971	y	Adipose.Tissue	Adipose-Subcutaneous	Adipose-Subcutaneous	Body
SRS645992	y	Breast	Breast-MammaryTissue	Breast-MammaryTissue	Body
SRS646004	y	Brain	Brain-Spinalcordcervicalc-1	Brain-Spinalcordcervicalc-1	Brain
SRS646047	y	Breast	Breast-MammaryTissue	Breast-MammaryTissue	Body
SRS646048	y	Brain	Brain-Substantianigra	Brain-Substantianigra	Brain
SRS646051	y	Brain	Brain-Substantianigra	Brain-Substantianigra	Brain
SRS646060	y	Nerve	Nerve-Tibial	Nerve-Tibial	Body
SRS646065	y	Heart	Heart-AtrialAppendage	Heart-AtrialAppendage	Body
SRS646086	y	Lung	Lung	Lung	Body
SRS648111	y	Heart	Heart-AtrialAppendage	Heart-AtrialAppendage	Body
SRS648144	y	Nerve	Nerve-Tibial	Nerve-Tibial	Body
SRS648169	y	Skin	Cells-Transformedfibroblasts	Cells-Transformedfibroblasts	Body
SRS648186	y	Kidney	Kidney-Cortex	Kidney-Cortex	Body
SRS648196	y	Colon	Colon-Sigmoid	Colon-Sigmoid	Body
SRS648240	y	Brain	Brain-Putamenbasalganglia	Brain-Putamenbasalganglia	Brain
SRS648266	y	Brain	Brain-Spinalcordcervicalc-1	Brain-Spinalcordcervicalc-1	Brain
SRS648279	y	Brain	Brain-Nucleusaccumbensbasalganglia	Brain-Nucleusaccumbensbasalganglia	Brain
SRS648294	y	Skin	Skin-NotSunExposedSuprapubic	Skin-NotSunExposedSuprapubic	Body
SRS648311	y	Brain	Brain-Hypothalamus	Brain-Hypothalamus	Brain
SRS648316	y	Heart	Heart-AtrialAppendage	Heart-AtrialAppendage	Body
SRS648330	y	Brain	Brain-Hypothalamus	Brain-Hypothalamus	Brain
SRS648334	y	Salivary.Gland	MinorSalivaryGland	MinorSalivaryGland	Body
SRS648339	y	Blood	Cells-EBV-transformedlymphocytes	Cells-EBV-transformedlymphocytes	Body
SRS648366	y	Esophagus	Esophagus-GastroesophagealJunction	Esophagus-GastroesophagealJunction	Body
SRS648384	y	Esophagus	Esophagus-Mucosa	Esophagus-Mucosa	Body
SRS648386	y	Brain	Brain-Cortex	Brain-Cortex	Brain
SRS648413	y	Blood.Vessel	Artery-Aorta	Artery-Aorta	Body
SRS648443	y	Brain	Brain-CerebellarHemisphere	Brain-CerebellarHemisphere	Brain
SRS648449	y	Blood	Cells-EBV-transformedlymphocytes	Cells-EBV-transformedlymphocytes	Body
SRS648468	y	Brain	Brain-Nucleusaccumbensbasalganglia	Brain-Nucleusaccumbensbasalganglia	Brain
SRS648489	y	Blood.Vessel	Artery-Coronary	Artery-Coronary	Body
SRS648490	y	Brain	Brain-Caudatebasalganglia	Brain-Caudatebasalganglia	Brain
SRS648491	y	Breast	Breast-MammaryTissue	Breast-MammaryTissue	Body
SRS648532	y	Skin	Cells-Transformedfibroblasts	Cells-Transformedfibroblasts	Body
SRS648551	y	Brain	Brain-Substantianigra	Brain-Substantianigra	Brain
SRS648557	y	Salivary.Gland	MinorSalivaryGland	MinorSalivaryGland	Body
SRS648586	y	Esophagus	Esophagus-Mucosa	Esophagus-Mucosa	Body
SRS648588	y	Blood.Vessel	Artery-Tibial	Artery-Tibial	Body
SRS648594	y	Esophagus	Esophagus-GastroesophagealJunction	Esophagus-GastroesophagealJunction	Body
SRS648595	y	Stomach	Stomach	Stomach	Body
SRS648619	y	Esophagus	Esophagus-GastroesophagealJunction	Esophagus-GastroesophagealJunction	Body
SRS648620	y	Brain	Brain-Cortex	Brain-Cortex	Brain
SRS648621	y	Esophagus	Esophagus-GastroesophagealJunction	Esophagus-GastroesophagealJunction	Body
SRS648677	y	Skin	Cells-Transformedfibroblasts	Cells-Transformedfibroblasts	Body
SRS648683	y	Brain	Brain-Putamenbasalganglia	Brain-Putamenbasalganglia	Brain
SRS648687	y	Thyroid	Thyroid	Thyroid	Body
SRS648700	y	Brain	Brain-Putamenbasalganglia	Brain-Putamenbasalganglia	Brain
SRS648713	y	Blood.Vessel	Artery-Tibial	Artery-Tibial	Body
SRS648736	y	Brain	Brain-Cerebellum	Brain-Cerebellum	Brain
SRS648739	y	Blood	Cells-EBV-transformedlymphocytes	Cells-EBV-transformedlymphocytes	Body
SRS648755	y	Brain	Brain-CerebellarHemisphere	Brain-CerebellarHemisphere	Brain
SRS648756	y	Lung	Lung	Lung	Body
SRS648758	y	Heart	Heart-AtrialAppendage	Heart-AtrialAppendage	Body
SRS648815	y	Thyroid	Thyroid	Thyroid	Body
SRS648825	y	Colon	Colon-Transverse	Colon-Transverse	Body
SRS648862	y	Muscle	Muscle-Skeletal	Muscle-Skeletal	Body
SRS648894	y	Blood	Cells-EBV-transformedlymphocytes	Cells-EBV-transformedlymphocytes	Body
SRS648898	y	Adrenal.Gland	AdrenalGland	AdrenalGland	Body
SRS648926	y	Adipose.Tissue	Adipose-VisceralOmentum	Adipose-VisceralOmentum	Body
SRS648928	y	Brain	Brain-Cerebellum	Brain-Cerebellum	Brain
SRS649451	y	Heart	Heart-AtrialAppendage	Heart-AtrialAppendage	Body
SRS649453	y	Pituitary	Pituitary	Pituitary	Body
SRS649455	y	Brain	Brain-Hippocampus	Brain-Hippocampus	Brain
SRS649526	y	Blood.Vessel	Artery-Coronary	Artery-Coronary	Body
SRS649543	y	Adipose.Tissue	Adipose-Subcutaneous	Adipose-Subcutaneous	Body
SRS649547	y	Adipose.Tissue	Adipose-VisceralOmentum	Adipose-VisceralOmentum	Body
SRS649559	y	Kidney	Kidney-Cortex	Kidney-Cortex	Body
SRS649560	y	Brain	Brain-Cortex	Brain-Cortex	Brain
SRS649573	y	Salivary.Gland	MinorSalivaryGland	MinorSalivaryGland	Body
SRS649581	y	Adipose.Tissue	Adipose-VisceralOmentum	Adipose-VisceralOmentum	Body
SRS649590	y	Brain	Brain-CerebellarHemisphere	Brain-CerebellarHemisphere	Brain
SRS649597	y	Adipose.Tissue	Adipose-Subcutaneous	Adipose-Subcutaneous	Body
SRS649601	y	Adipose.Tissue	Adipose-Subcutaneous	Adipose-Subcutaneous	Body
SRS649604	y	Skin	Skin-NotSunExposedSuprapubic	Skin-NotSunExposedSuprapubic	Body
SRS649610	y	Esophagus	Esophagus-Mucosa	Esophagus-Mucosa	Body
SRS649634	y	Brain	Brain-FrontalCortexBA9	Brain-FrontalCortexBA9	Brain
SRS649649	y	Blood.Vessel	Artery-Coronary	Artery-Coronary	Body
SRS649654	y	Spleen	Spleen	Spleen	Body
SRS649669	y	Lung	Lung	Lung	Body
SRS649672	y	Esophagus	Esophagus-Muscularis	Esophagus-Muscularis	Body
SRS649674	y	Brain	Brain-Spinalcordcervicalc-1	Brain-Spinalcordcervicalc-1	Brain
SRS649684	y	Brain	Brain-CerebellarHemisphere	Brain-CerebellarHemisphere	Brain
SRS649703	y	Brain	Brain-Amygdala	Brain-Amygdala	Brain
SRS649723	y	Breast	Breast-MammaryTissue	Breast-MammaryTissue	Body
SRS649727	y	Small.Intestine	SmallIntestine-TerminalIleum	SmallIntestine-TerminalIleum	Body
SRS649733	y	Breast	Breast-MammaryTissue	Breast-MammaryTissue	Body
SRS649748	y	Blood	WholeBlood	WholeBlood	Body
SRS649749	y	Adipose.Tissue	Adipose-VisceralOmentum	Adipose-VisceralOmentum	Body
SRS649753	y	Skin	Skin-SunExposedLowerleg	Skin-SunExposedLowerleg	Body
SRS649761	y	Pancreas	Pancreas	Pancreas	Body
SRS649767	y	Brain	Brain-Hippocampus	Brain-Hippocampus	Brain
SRS649773	y	Kidney	Kidney-Cortex	Kidney-Cortex	Body
SRS649780	y	Adrenal.Gland	AdrenalGland	AdrenalGland	Body
SRS650074	y	Adrenal.Gland	AdrenalGland	AdrenalGland	Body
SRS650079	y	Brain	Brain-Substantianigra	Brain-Substantianigra	Brain
SRS650084	y	Adipose.Tissue	Adipose-VisceralOmentum	Adipose-VisceralOmentum	Body
SRS650086	y	Brain	Brain-Amygdala	Brain-Amygdala	Brain
SRS650114	y	Pituitary	Pituitary	Pituitary	Body
SRS650116	y	Esophagus	Esophagus-GastroesophagealJunction	Esophagus-GastroesophagealJunction	Body
SRS650118	y	Blood.Vessel	Artery-Tibial	Artery-Tibial	Body
SRS650122	y	Small.Intestine	SmallIntestine-TerminalIleum	SmallIntestine-TerminalIleum	Body
SRS650139	y	Brain	Brain-Substantianigra	Brain-Substantianigra	Brain
SRS650162	y	Muscle	Muscle-Skeletal	Muscle-Skeletal	Body
SRS650170	y	Spleen	Spleen	Spleen	Body
SRS650178	y	Liver	Liver	Liver	Body
SRS650184	y	Brain	Brain-Amygdala	Brain-Amygdala	Brain
SRS650187	y	Brain	Brain-FrontalCortexBA9	Brain-FrontalCortexBA9	Brain
SRS846893	n	Cornea	Cornea_Adult.Tissue	Cornea_AdultTissue	Cornea_Adult.Tissue
SRS846895	n	Cornea	Cornea_Adult.Tissue	Cornea_AdultTissue	Cornea_Adult.Tissue
SRS846896	n	Cornea	Cornea_Adult.Tissue	Cornea_AdultTissue	Cornea_Adult.Tissue
SRS846897	n	Cornea	Cornea_Adult.Tissue	Cornea_AdultTissue	Cornea_Adult.Tissue
SRS846898	n	Cornea	Cornea_Adult.Tissue	Cornea_AdultTissue	Cornea_Adult.Tissue
SRS846899	n	Cornea	Cornea_Adult.Tissue	Cornea_AdultTissue	Cornea_Adult.Tissue
SRS896993	n	Retina	Retina_Fetal.Tissue	Retina_StemCellLine	Retina_Fetal.Tissue
SRS896994	n	Retina	Retina_Fetal.Tissue	Retina_StemCellLine	Retina_Fetal.Tissue
SRS896995	n	Retina	Retina_Fetal.Tissue	Retina_StemCellLine	Retina_Fetal.Tissue
SRS896996	n	Retina	Retina_Fetal.Tissue	Retina_StemCellLine	Retina_Fetal.Tissue
SRS896997	n	Retina	Retina_Fetal.Tissue	Retina_StemCellLine	Retina_Fetal.Tissue
SRS896998	n	Retina	Retina_Fetal.Tissue	Retina_StemCellLine	Retina_Fetal.Tissue
SRS896999	n	Retina	Retina_Fetal.Tissue	Retina_StemCellLine	Retina_Fetal.Tissue
SRS897000	n	Retina	Retina_Fetal.Tissue	Retina_StemCellLine	Retina_Fetal.Tissue
SRS897001	n	Retina	Retina_Fetal.Tissue	Retina_StemCellLine	Retina_Fetal.Tissue
SRS897003	n	Retina	Retina_Fetal.Tissue	Retina_StemCellLine	Retina_Fetal.Tissue
SRS897004	n	Retina	Retina_Fetal.Tissue	Retina_StemCellLine	Retina_Fetal.Tissue
SRS897005	n	Retina	Retina_Fetal.Tissue	Retina_StemCellLine	Retina_Fetal.Tissue
SRS897006	n	Retina	Retina_Fetal.Tissue	Retina_StemCellLine	Retina_Fetal.Tissue
SRS897010	n	Retina	Retina_Fetal.Tissue	Retina_StemCellLine	Retina_Fetal.Tissue
SRS897011	n	Retina	Retina_Fetal.Tissue	Retina_StemCellLine	Retina_Fetal.Tissue
SRS897012	n	Retina	Retina_Fetal.Tissue	Retina_StemCellLine	Retina_Fetal.Tissue
SRS897013	n	ESC	ESC_Stem.Cell.Line	ESC_Stem.Cell.Line	ESC_Stem.Cell.Line
SRS897015	n	ESC	ESC_Stem.Cell.Line	ESC_Stem.Cell.Line	ESC_Stem.Cell.Line
SRS912576	n	RPE	RPE_Fetal.Tissue	RPE_FetalTissue	RPE_Fetal.Tissue
SRS912577	n	RPE	RPE_Fetal.Tissue	RPE_FetalTissue	RPE_Fetal.Tissue
SRS912578	n	RPE	RPE_Fetal.Tissue	RPE_FetalTissue	RPE_Fetal.Tissue
SRS912579	n	RPE	RPE_Fetal.Tissue	RPE_FetalTissue	RPE_Fetal.Tissue
SRS912580	n	RPE	RPE_Fetal.Tissue	RPE_FetalTissue	RPE_Fetal.Tissue
SRS912581	n	RPE	RPE_Fetal.Tissue	RPE_FetalTissue	RPE_Fetal.Tissue
SRS912582	n	RPE	RPE_Fetal.Tissue	RPE_FetalTissue	RPE_Fetal.Tissue
SRS912583	n	RPE	RPE_Fetal.Tissue	RPE_FetalTissue	RPE_Fetal.Tissue
SRS912584	n	RPE	RPE_Fetal.Tissue	RPE_FetalTissue	RPE_Fetal.Tissue
SRS912585	n	RPE	RPE_Fetal.Tissue	RPE_FetalTissue	RPE_Fetal.Tissue
SRS333036	y	Brain	Brain-AnteriorcingulatecortexBA24	Brain-AnteriorcingulatecortexBA24	Brain
SRS333468	y	Brain	Brain-Hippocampus	Brain-Hippocampus	Brain
SRS524516	y	Small.Intestine	SmallIntestine-TerminalIleum	SmallIntestine-TerminalIleum	Body
SRS623927	y	Skin	Skin-NotSunExposedSuprapubic	Skin-NotSunExposedSuprapubic	Body
SRS625461	y	Stomach	Stomach	Stomach	Body
SRS627765	y	Adipose.Tissue	Adipose-Subcutaneous	Adipose-Subcutaneous	Body
SRS524440	y	Spleen	Spleen	Spleen	Body
SRS524506	y	Nerve	Nerve-Tibial	Nerve-Tibial	Body
SRS524534	y	Breast	Breast-MammaryTissue	Breast-MammaryTissue	Body
SRS524620	y	Salivary.Gland	MinorSalivaryGland	MinorSalivaryGland	Body
SRS637846	y	Blood.Vessel	Artery-Aorta	Artery-Aorta	Body
SRS524645	y	Skin	Cells-Transformedfibroblasts	Cells-Transformedfibroblasts	Body
SRS644557	y	Esophagus	Esophagus-GastroesophagealJunction	Esophagus-GastroesophagealJunction	Body
SRS524225	y	Skin	Cells-Transformedfibroblasts	Cells-Transformedfibroblasts	Body
SRS524586	y	Esophagus	Esophagus-Mucosa	Esophagus-Mucosa	Body
SRS636264	y	Brain	Brain-Hippocampus	Brain-Hippocampus	Brain
SRS524218	y	Spleen	Spleen	Spleen	Body
SRS524233	y	Adipose.Tissue	Adipose-VisceralOmentum	Adipose-VisceralOmentum	Body
SRS524549	y	Esophagus	Esophagus-Mucosa	Esophagus-Mucosa	Body
SRS629500	y	Small.Intestine	SmallIntestine-TerminalIleum	SmallIntestine-TerminalIleum	Body
SRS524819	y	Thyroid	Thyroid	Thyroid	Body
SRS524844	y	Colon	Colon-Sigmoid	Colon-Sigmoid	Body
SRS524927	y	Brain	Brain-FrontalCortexBA9	Brain-FrontalCortexBA9	Brain
SRS524826	y	Blood.Vessel	Artery-Aorta	Artery-Aorta	Body
SRS524320	y	Lung	Lung	Lung	Body
SRS1036235	y	Blood	Cells-EBV-transformedlymphocytes	Cells-EBV-transformedlymphocytes	Body
SRS523838	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
SRS523853	y	RPE	RPE_Adult.Tissue	RPE_AdultTissue	RPE_Adult.Tissue
SRS523842	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
SRS523806	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
SRS523849	y	RPE	RPE_Adult.Tissue	RPE_AdultTissue	RPE_Adult.Tissue
SRS523798	y	RPE	RPE_Adult.Tissue	RPE_AdultTissue	RPE_Adult.Tissue
SRS523811	y	RPE	RPE_Adult.Tissue	RPE_AdultTissue	RPE_Adult.Tissue
SRS523840	y	RPE	RPE_Adult.Tissue	RPE_AdultTissue	RPE_Adult.Tissue
SRS523813	y	RPE	RPE_Adult.Tissue	RPE_AdultTissue	RPE_Adult.Tissue
SRS523863	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
SRS523807	y	RPE	RPE_Adult.Tissue	RPE_AdultTissue	RPE_Adult.Tissue
SRS523809	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
SRS085183	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
SRS360124	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
SRS897002	n	Retina	Retina_Fetal.Tissue	Retina_StemCellLine	Retina_Fetal.Tissue
SRS897008	n	Retina	Retina_Fetal.Tissue	Retina_StemCellLine	Retina_Fetal.Tissue
SRS897014	n	ESC	ESC_Stem.Cell.Line	ESC_Stem.Cell.Line	ESC_Stem.Cell.Line
SRS897009	n	Retina	Retina_Fetal.Tissue	Retina_StemCellLine	Retina_Fetal.Tissue
SRS897007	n	Retina	Retina_Fetal.Tissue	Retina_StemCellLine	Retina_Fetal.Tissue
SRS1572426	y	ESC	ESC_Stem.Cell.Line	ESC_Stem.Cell.Line	ESC_Stem.Cell.Line
SRS1747748	n	Lens	Lens_Stem.Cell.Line	Lens_Stem.Cell.Line	Lens_Stem.Cell.Line
SRS1747747	n	Lens	Lens_Stem.Cell.Line	Lens_Stem.Cell.Line	Lens_Stem.Cell.Line
SRS1747723	n	ESC	ESC_Stem.Cell.Line	ESC_Stem.Cell.Line	ESC_Stem.Cell.Line
SRS1747749	n	Lens	Lens_Stem.Cell.Line	Lens_Stem.Cell.Line	Lens_Stem.Cell.Line
E-MTAB-4377.RNA1	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA10	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA11	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA12	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA13	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA14	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA15	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA16	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA17	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA18	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA19	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA2	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA20	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA21	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA22	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA23	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA24	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA25	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA26	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA27	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA28	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA29	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA3	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA30	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA31	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA32	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA33	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA34	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA35	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA36	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA37	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA38	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA39	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA4	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA40	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA41	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA42	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA43	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA44	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA45	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA46	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA47	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA48	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA49	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA5	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA50	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA6	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA7	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA8	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
E-MTAB-4377.RNA9	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
SRS1955479	y	Retina	Retina_Adult.Tissue	Retina_AdultTissue	Retina_Adult.Tissue
